audio_id,category,human_label,asr_transcript,normalized_human,normalized_asr,wer,sub,del,ins,ref_word_count,status,error_message
RB_0143,general_utterance,رسمية | 12 | جامعة | الملك | فهد,312، جامعة الملك فهد.,رسميه 12 جامعه الملك فهد,312، جامعه الملك فهد,0.4000,1,1,0,5,success,
RB_0399,branch_name,وقد,أختي.,وقد,اختي,1.0000,1,0,0,1,success,
RB_0080,branch_code,فرع 102,فرع 102.,فرع 102,فرع 102,0.0000,0,0,0,2,success,
RB_0463,general_utterance,"Uh | 101, The | Domain | The | domain. Um",آه، 101 جده مين؟ جده مين؟,Uh 101 The Domain The domain Um,اه، 101 جده مين؟ جده مين؟,0.8571,5,1,0,7,success,
RB_0208,branch_code,355. القدس,345، القدس.,355 القدس,345، القدس,0.5000,1,0,0,2,success,
RB_0144,branch_code,300 | سيهات,313 سيهات.,300 سيهات,313 سيهات,0.5000,1,0,0,2,success,
RB_0336,unclear,21 | الخالدية. 621,621، الخالدية. 621.,21 الخالدية 621,621، الخالدية 621,0.3333,1,0,0,3,success,
RB_0272,unclear,114 | على | 414. العلا,114 العلا. 414 العلا.,114 علي 414 العلا,114 العلا 414 العلا,0.2500,1,0,0,4,success,
RB_0400,general_utterance,طيبة | طيبة | طيبة | طيبة. جدة,صبا. طيبة. طيبة جدًا.,طيبه طيبه طيبه طيبة جده,صبا طيبة طيبه جدا,0.8000,3,1,0,5,success,
RB_0081,branch_code,لا قصدي 103,لا، قصدي 103.,لا قصدي 103,لا، قصدي 103,0.3333,1,0,0,3,success,
RB_0145,branch_code,رسمية | 13 | ساعات | ثلاثية,313 فيهات. 300.,رسميه 13 ساعات ثلاثيه,313 فيهات 300,1.0000,3,1,0,4,success,
RB_0464,general_utterance,Hello | Can you | transfer me | to the | domain | Did | domain | Bank | الدمام | الخبر,آه، hello، can you transfer me to جدة main؟ جدة main؟ Riyad Bank، please. رياض بنك. أمم... الدمام. الدمام. الدمام main. الدمام. الخبر. أمم...,Hello Can you transfer me to the domain Did domain Bank الدمام الخبر,اه، hello، can you transfer me to جده main؟ جده main؟ Riyad Bank، please رياض بنك امم الدمام الدمام الدمام main الدمام الخبر امم,1.3846,7,0,11,13,success,
RB_0273,branch_code,415 خيبر,415 خيبر.,415 خيبر,415 خيبر,0.0000,0,0,0,2,success,
RB_0337,unclear,222 | . البحيرة. 622,622، البحيرة. 622.,222 البحيرة 622,622، البحيرة 622,0.3333,1,0,0,3,success,
RB_0401,branch_name,خدمات المصرفية الخاصة,ألف. هذا بعد المصرفية الخاصة.,خدمات المصرفيه الخاصه,الف هذا بعد المصرفيه الخاصة,1.3333,2,0,2,3,success,
RB_0209,branch_code,316 | المركبات,346، المركبات. 346.,316 المركبات,346، المركبات 346,1.0000,1,0,1,2,success,
RB_0082,branch_code,101,101.,101,101,0.0000,0,0,0,1,success,
RB_0210,branch_code,306 | إثبات,346، المؤثبات.,306 اثبات,346، المؤثبات,1.0000,2,0,0,2,success,
RB_0146,branch_code,ثلاثمائة | وثلاثة | عشر | ساعات | فيها | ساعات,313 سيهات. سيهات. سيهات.,313 ساعات فيها ساعات,313 سيهات سيهات سيهات,0.7500,3,0,0,4,success,
RB_0465,general_utterance,الربوة | الربوة | قرطبة | البديعة | النهضة | الدرعية | Localizer | Localizer | شارع | الستين | طريق | الحجاز | الدلم | سدير | حوطة | سدير | شارع | الأحساء | النسيم | الخبر | الدمام | الرئيسي | الإمام | محمد | الأمير | محمد | الهفوف | المبرز | القطيف | راس | تنورة | الجبيل | بقيق,الربوة. الربوة. قرطبة. البديعة. النهضة. الدرعية. لوكلايزر. لوكلايزر. لوكلايزر. لوكلايزر. شارع الستين. طريق الحجاز. الدلم. حاطة سدير. حاطة سدير. شارع الإحساء. النسيم. الخبر. الدمام الرئيسي. الإمام محمد. الأمير محمد. سوري. الهفوف. المبرز. القطيف. راس النورة. الجبيل. بقيق.,الربوه الربوه قرطبه البديعه النهضه الدرعيه Localizer Localizer شارع الستين طريق الحجاز الدلم سدير حوطه سدير شارع الاحساء النسيم الخبر الدمام الرئيسي الامام محمد الامير محمد الهفوف المبرز القطيف راس تنوره الجبيل بقيق,الربوة الربوة قرطبة البديعة النهضة الدرعية لوكلايزر لوكلايزر لوكلايزر لوكلايزر شارع الستين طريق الحجاز الدلم حاطه سدير حاطه سدير شارع الاحساء النسيم الخبر الدمام الرئيسي الامام محمد الامير محمد سوري الهفوف المبرز القطيف راس النورة الجبيل بقيق,0.4242,10,0,4,33,success,
RB_0274,general_utterance,716 | . مدينة الملك | عبد | العزيز | العسكرية | 416,416، مدينة الملك عبدالعزيز العسكرية. 416.,716 مدينه الملك عبد العزيز العسكريه 416,416، مدينه الملك عبدالعزيز العسكرية 416,0.5714,3,1,0,7,success,
RB_0338,general_utterance,يوم | 24 | . الريان | 24 | 624,124، الريان. 624. 624.,يوم 24 الريان 24 624,124، الريان 624 624,0.6000,2,1,0,5,success,
RB_0466,general_utterance,رأس | تنورة | الجبال | الخفجي | بقيق | الجبيل | الجبيل | الثقبة | الثقبة | جامعة | الملك | فهد | سيهات | المنطقة | المحايدة | صفوى | الخبر | الجفر | جامعة | الملك | فيصل | أرامكو | مول | قاعدة | الجبيل | البحرية. شارع الملك عبد العزيز,راس النورة. الجبيل. بقيق. الخفجي. بقيق. الجبيل. الجبيل. أمم... الثقبة. الثقبة. الثقبة. أمم... جامعة الملك فهد. السيهات. المنطقة المحايدة. صفوا. الخبر. الجفر. جامعة الملك فيصل. أمم... أرامكو مول. قاعدة الجبيل البحرية. شارع ملك عبد العزيز.,راس تنوره الجبال الخفجي بقيق الجبيل الجبيل الثقبه الثقبه جامعه الملك فهد سيهات المنطقه المحايده صفوي الخبر الجفر جامعه الملك فيصل ارامكو مول قاعده الجبيل البحرية شارع الملك عبد العزيز,راس النورة الجبيل بقيق الخفجي بقيق الجبيل الجبيل امم الثقبة الثقبة الثقبة امم جامعه الملك فهد السيهات المنطقه المحايدة صفوا الخبر الجفر جامعه الملك فيصل امم ارامكو مول قاعده الجبيل البحرية شارع ملك عبد العزيز,0.4333,8,0,5,30,success,
RB_0402,general_utterance,سحلية | السحلية | السفلية | السحلية,التحلية. التحلية. التحلية. التحلية.,سحليه السحليه السفليه السحليه,التحلية التحلية التحلية التحلية,1.0000,4,0,0,4,success,
RB_0083,branch_code,لا 105,لا، 105.,لا 105,لا، 105,0.5000,1,0,0,2,success,
RB_0211,unclear,,أهلًا.,,اهلا,1.0000,0,0,1,0,success,
RB_0147,general_utterance,ثلاثمائة | وثلاثة | عشر | سيهات,313 سيهات.,313 سيهات,313 سيهات,0.0000,0,0,0,2,success,
RB_0275,unclear,21 | المروج | تبوك,21، المروج، تبوك.,21 المروج تبوك,21، المروج، تبوك,0.6667,2,0,0,3,success,
RB_0339,general_utterance,خمسين | ألف | ليلة | 359. العليا,50 العليا. 359 العليا.,50 الف ليله 359 العليا,50 العليا 359 العليا,0.4000,1,1,0,5,success,
RB_0403,branch_name,العزيزية. العزيزية,العزيزية. العزيزية.,العزيزية العزيزيه,العزيزية العزيزية,0.5000,1,0,0,2,success,
RB_0084,branch_code,فرع أحد,فرع أحد.,فرع 1,فرع 1,0.0000,0,0,0,2,success,
RB_0467,general_utterance,التلوي | الكلوية | الكلوية | الجبيل الصناعية,الجلوية. الجلوية. الجلوية. الجبيل الصناعية.,التلوي الكلويه الكلويه الجبيل الصناعيه,الجلوية الجلوية الجلوية الجبيل الصناعية,0.8000,4,0,0,5,success,
RB_0404,general_utterance,حي | الزهراء | حي الزهراء. حي الزهراء,حي الزهراء، حي الزهراء، حي الزهراء.,حي الزهراء حي الزهراء حي الزهراء,حي الزهراء، حي الزهراء، حي الزهراء,0.3333,2,0,0,6,success,
RB_0212,branch_code,346. المركبات,346، المركبات.,346 المركبات,346، المركبات,0.5000,1,0,0,2,success,
RB_0148,general_utterance,ثلاثة | المنطقة | المحايدة,314، المنطقة المحايدة.,3 المنطقه المحايده,314، المنطقه المحايدة,0.6667,2,0,0,3,success,
RB_0276,unclear,,أهلًا.,,اهلا,1.0000,0,0,1,0,success,
RB_0340,unclear,359 | العلية | العلية,359 العليا. العليا.,359 العليه العليه,359 العليا العليا,0.6667,2,0,0,3,success,
RB_0085,branch_code,فرع أحد,فرع أحد.,فرع 1,فرع 1,0.0000,0,0,0,2,success,
RB_0277,general_utterance,أربعمئة | وواحد | وعشرين | المروج | تبوك,421، المروج، تبوك.,421 المروج تبوك,421، المروج، تبوك,0.6667,2,0,0,3,success,
RB_0341,general_utterance,فإن | النوعية | نواري 357,النوارية. النوارية 357.,فان النوعيه نواري 357,النوارية النواريه 357,0.7500,2,1,0,4,success,
RB_0213,branch_code,40 مركبات,46، مركبات.,40 مركبات,46، مركبات,0.5000,1,0,0,2,success,
RB_0149,branch_name,رسمية | المنطقة المحايدة,رسمية و14، المنطقة المحايدة.,رسميه المنطقه المحايده,رسميه و14، المنطقه المحايدة,0.6667,1,0,1,3,success,
RB_0405,branch_name,سلطانة | سلطانة. سلطانة,سبحانه، سبحانه، سبحانه، سبحانه.,سلطانه سلطانة سلطانه,سبحانه، سبحانه، سبحانه، سبحانه,1.3333,3,0,1,3,success,
RB_0086,branch_code,لا فرع مئة وسبعة,لا، فرع 107.,لا فرع 107,لا، فرع 107,0.3333,1,0,0,3,success,
RB_0278,unclear,,تمام.,,تمام,1.0000,0,0,1,0,success,
RB_0469,general_utterance,الفيصلية | الفيصلية | الواحة | الراكة | الريان | المزروعة | المزروعة,الفيصلية. الفيصلية. الواحة. الراكة. الريان. المزروعية. المزروعية.,الفيصليه الفيصليه الواحه الراكه الريان المزروعه المزروعه,الفيصلية الفيصلية الواحة الراكة الريان المزروعية المزروعية,0.8571,6,0,0,7,success,
RB_0150,general_utterance,ثلاثمائة | وخمسة | عشر | سلوى,315، سلوى.,315 سلوي,315، سلوى,1.0000,2,0,0,2,success,
RB_0214,general_utterance,23 | 323 | 303 | 304 | 505 | 707 | 711 | 712 | 600,32. 323. 303. 304. 505. 707. 711. 712. 600.,23 323 303 304 505 707 711 712 600,32 323 303 304 505 707 711 712 600,0.1111,1,0,0,9,success,
RB_0342,unclear,رئيسي | 101 | رئيسي,الرئيسي. 101 جدا رئيسي.,رئيسي 101 رئيسي,الرئيسي 101 جدا رئيسي,0.6667,1,0,1,3,success,
RB_0406,branch_name,المروة | المروة,المروة.,المروه المروه,المروة,1.0000,1,1,0,2,success,
RB_0470,general_utterance,منازلة | المنازلة | المنازلة | الشارع | الأول | الفواتير. الفواتير,المنازلة. المنازلة. المنازلة. الشارع الأول. الفناتير. الفناتير.,منازله المنازله المنازله الشارع الاول الفواتير الفواتير,المنازلة المنازلة المنازلة الشارع الاول الفناتير الفناتير,0.7143,5,0,0,7,success,
RB_0151,general_utterance,رسمية | وخمسة | عشر | صفوة | رسمية,315، صفوة. 300.,رسميه 15 صفوه رسميه,315، صفوة 300,1.0000,3,1,0,4,success,
RB_0343,general_utterance,واحد | جدا | رئيسي | مئة | وواحد | جدا | رئيسي,101 جدة الرئيسي. 101 جدة الرئيسي.,1 جدا رئيسي 101 جدا رئيسي,101 جده الرئيسي 101 جده الرئيسي,0.8333,5,0,0,6,success,
RB_0215,branch_name,الفيصلية,347، الفيصلية.,الفيصليه,347، الفيصلية,2.0000,1,0,1,1,success,
RB_0087,branch_code,فرع 109,409.,فرع 109,409,1.0000,1,1,0,2,success,
RB_0468,general_utterance,العيون | تاروت | ابن | خلدون | قرية | العليا | المنطقة | الصناعية | بالهفوف | أم | الحمام | حي | البساتين | الشهابية | شارع | الماجد | الربوة | بالظهران | شارع | النجاح | الدوحة | شارع | الظهران | الشركات | غرناطة | غرب | الدمام | كورنيش | الدمام | القدس | المركبات | المركبات | المركبات,العيون، كاروت، ابن خلدون، قرية العليا. المنطقة الصناعية بالهفوف، أم الحمام، حي البساتين، الشهابية. أمم، شارع الماجد، الربوة بالظهران، شارع النجاح، الدوحة، شارع الظهران الشركات، غرناطة. أمم، غرب الدمام، كورنيش الدمام، القدس، المريكبات. المريكبات، المريكبات.,العيون تاروت ابن خلدون قريه العليا المنطقه الصناعيه بالهفوف ام الحمام حي البساتين الشهابيه شارع الماجد الربوه بالظهران شارع النجاح الدوحه شارع الظهران الشركات غرناطه غرب الدمام كورنيش الدمام القدس المركبات المركبات المركبات,العيون، كاروت، ابن خلدون، قريه العليا المنطقه الصناعيه بالهفوف، ام الحمام، حي البساتين، الشهابية امم، شارع الماجد، الربوه بالظهران، شارع النجاح، الدوحة، شارع الظهران الشركات، غرناطة امم، غرب الدمام، كورنيش الدمام، القدس، المريكبات المريكبات، المريكبات,0.6364,19,0,2,33,success,
RB_0279,general_utterance,421 | المروج | تبوك | 421. المروج. تبوك,421 المروج، تبوك. 421 المروج، تبوك.,421 المروج تبوك 421 المروج تبوك,421 المروج، تبوك 421 المروج، تبوك,0.3333,2,0,0,6,success,
RB_0088,branch_name,فرع قباء,فرع قطر.,فرع قباء,فرع قطر,0.5000,1,0,0,2,success,
RB_0407,general_utterance,City | City | السري | سرعة,السريع. السريع. السريع. السريع. السرعة.,City City السري سرعه,السريع السريع السريع السريع السرعة,1.2500,4,0,1,4,success,
RB_0471,general_utterance,الخزامى | العارية | العليا | العارية | العارية,الخزامى، النعيرية، العلية. النعيرية، النعيرية.,الخزامي العاريه العليا العاريه العاريه,الخزامى، النعيرية، العلية النعيرية، النعيرية,1.0000,5,0,0,5,success,
RB_0216,unclear,,40000.,,40000,1.0000,0,0,1,0,success,
RB_0152,branch_code,316 | الخبر,316، الخبر.,316 الخبر,316، الخبر,0.5000,1,0,0,2,success,
RB_0344,general_utterance,مئة | وستين | الشريفة | مئة | واثنين,صح. 102 الشريفة. 102.,160 الشريفه 102,صح 102 الشريفة 102,1.0000,2,0,1,3,success,
RB_0280,general_utterance,أبهى | خمسمية | أبهة,أبها. 500 أبها.,ابهي خمسميه ابهه,ابها 500 ابها,1.0000,3,0,0,3,success,
RB_0408,general_utterance,حي | العوالي | العوالي | العوالي,هي العوالي، العوالي، العوالي.,حي العوالي العوالي العوالي,هي العوالي، العوالي، العوالي,0.7500,3,0,0,4,success,
RB_0472,general_utterance,أن | . علي | العلي,العليا. العليا.,ان علي العلي,العليا العليا,1.0000,2,1,0,3,success,
RB_0089,branch_code,فرع 114,فرع 114.,فرع 114,فرع 114,0.0000,0,0,0,2,success,
RB_0153,general_utterance,رسمية | وسبعة | الجفر,317، الجفر.,رسميه 7 الجفر,317، الجفر,0.6667,1,1,0,3,success,
RB_0217,branch_name,الفيصلية,347، الفيصلية.,الفيصليه,347، الفيصلية,2.0000,1,0,1,1,success,
RB_0345,unclear,Male | الشريفة | 120,102 الشريفة؟ 102؟,Male الشريفه 120,102 الشريفة؟ 102؟,1.0000,3,0,0,3,success,
RB_0281,branch_name,خمسمية. أبهة,500 أبها.,خمسمية ابهه,500 ابها,1.0000,2,0,0,2,success,
RB_0090,branch_code,فرع 115,715.,فرع 115,715,1.0000,1,1,0,2,success,
RB_0409,branch_name,الصناعية | مكة الصناعية,مكة الصناعية. مكة الصناعية.,الصناعيه مكه الصناعيه,مكه الصناعية مكه الصناعية,1.0000,2,0,1,3,success,
RB_0473,general_utterance,الجسر | . العلي | العلي | الحديثة | عرعر | دومة | الجندل | ضبا | ضبا | حالة | عمار | حقل | حقل | القريات | سكاكا,الجسر. العليا. العليا. الحديثة. عرعر. دومة الجندل. ضبا. ضبا. حالة عمار. حقل. حقل. القريات. سكاكا. سكاكا.,الجسر العلي العلي الحديثه عرعر دومه الجندل ضبا ضبا حاله عمار حقل حقل القريات سكاكا,الجسر العليا العليا الحديثة عرعر دومه الجندل ضبا ضبا حاله عمار حقل حقل القريات سكاكا سكاكا,0.2667,3,0,1,15,success,
RB_0154,branch_code,300 | الجفر,317، الجفر.,300 الجفر,317، الجفر,0.5000,1,0,0,2,success,
RB_0282,general_utterance,ما | يلاحظ | أحد | المسارحة | 501. أحد المسارحة,501، أحد المسارحة. 501، أحد المسارحة.,ما يلاحظ 1 المسارحه 501 1 المسارحه,501، 1 المسارحة 501، 1 المسارحة,0.7143,4,1,0,7,success,
RB_0218,unclear,747 | الفيصلية | 347 الفيصلية,347، الفيصلية. 347، الفيصلية.,747 الفيصليه 347 الفيصليه,347، الفيصلية 347، الفيصلية,1.0000,4,0,0,4,success,
RB_0346,unclear,902 | الشريفة | 102,102 الشريفة؟ 102؟,902 الشريفه 102,102 الشريفة؟ 102؟,1.0000,3,0,0,3,success,
RB_0410,general_utterance,The | abbey | الأستاد | الرياضي | . الأستاد | الرياضي | الرياضي,الرياضي. الأستاذ الرياضي. الأستاذ الرياضي. الأستاذ الرياضي.,The abbey الاستاد الرياضي الاستاد الرياضي الرياضي,الرياضي الاستاذ الرياضي الاستاذ الرياضي الاستاذ الرياضي,0.7143,3,1,1,7,success,
RB_0474,general_utterance,تبوك | . المهرجان | طريف | أملج | العلا | خيبر | المروج | أبها | أحد | المسارحة | بيشة | جازان | خميس | مشيط | النعمان | نجران | سبت | العليا | سبت. العليا,تبوك. المهرجان. طريف. أملج. العلا. خيبر. المروج. أبها. أحد المسارحة. بيشة. جازان. خميس مشيط. النعمان. نجران. سبت العلايا. سبت العلايا.,تبوك المهرجان طريف املج العلا خيبر المروج ابها 1 المسارحه بيشه جازان خميس مشيط النعمان نجران سبت العليا سبت العليا,تبوك المهرجان طريف املج العلا خيبر المروج ابها 1 المسارحة بيشة جازان خميس مشيط النعمان نجران سبت العلايا سبت العلايا,0.2000,4,0,0,20,success,
RB_0091,branch_code,فرمي 115,715.,فرمي 115,715,1.0000,1,1,0,2,success,
RB_0155,branch_code,11 | الجسر,14، الجفر.,11 الجسر,14، الجفر,1.0000,2,0,0,2,success,
RB_0411,general_utterance,المحمدية | المحمدية | محمدية,المحمدية. المحمدية. المحمدية.,المحمديه المحمديه محمديه,المحمدية المحمدية المحمدية,1.0000,3,0,0,3,success,
RB_0219,branch_code,347 | فصلية,347، الفيصلية.,347 فصليه,347، الفيصلية,1.0000,2,0,0,2,success,
RB_0283,branch_code,بيشة | خمسمائة وثلاثة,503. 503.,بيشه 503,503 503,0.5000,1,0,0,2,success,
RB_0347,general_utterance,رد | الرئيس | بريدة | الرئيسي | بريدة | الرئيسي | بريدة الرئيسي,بريده. بريده الرئيسي. بريده الرئيسي. بريده الرئيسي. بريده الرئيسي.,رد الرئيس بريده الرئيسي بريده الرئيسي بريده الرئيسي,بريده بريده الرئيسي بريده الرئيسي بريده الرئيسي بريده الرئيسي,0.3750,2,0,1,8,success,
RB_0475,general_utterance,شرورا | صبيا | الباحة | بلجرشي | وادي | الدواسر | السليل | السليل | السوق | التجاري | أبو | عريش | النماص,شرورة. صبيا. الباحة. بلجرشي. وادي الدواسر. سليل. سليل. السوق التجاري. أبو عريش. النماص.,شرورا صبيا الباحه بلجرشي وادي الدواسر السليل السليل السوق التجاري ابو عريش النماص,شرورة صبيا الباحة بلجرشي وادي الدواسر سليل سليل السوق التجاري ابو عريش النماص,0.3077,4,0,0,13,success,
RB_0092,branch_code,فرع 117,817.,فرع 117,817,1.0000,1,1,0,2,success,
RB_0156,branch_code,300 | الجسر,317، الجفر.,300 الجسر,317، الجفر,1.0000,2,0,0,2,success,
RB_0220,general_utterance,الفيصلية | ثلاثمائة | وسبعة | وأربعين,347، الفيصلية. 347.,الفيصليه 347,347، الفيصلية 347,1.0000,1,0,1,2,success,
RB_0093,branch_code,فرع 119,719.,فرع 119,719,1.0000,1,1,0,2,success,
RB_0284,general_utterance,وأربعة | جازان | خمسمائة | وأربعة,4، جيزان. 504.,4 جازان 504,4، جيزان 504,0.6667,2,0,0,3,success,
RB_0412,general_utterance,طريق | الحرمين | طريق الحرمين. الحرمين,طريق الحرمين. طريق الحرمين. الحرمين.,طريق الحرمين طريق الحرمين الحرمين,طريق الحرمين طريق الحرمين الحرمين,0.0000,0,0,0,5,success,
RB_0221,general_utterance,الرسمية | الفيصلية | ثلاث | مئة | وسبعة | وأربعين,347. الفيصلية. 347.,الرسميه الفيصليه 150,347 الفيصلية 347,1.0000,3,0,0,3,success,
RB_0157,unclear,388 | جامعة الملك فيصل,318، جامعة الملك فيصل.,388 جامعه الملك فيصل,318، جامعه الملك فيصل,0.2500,1,0,0,4,success,
RB_0285,general_utterance,خمسمئة | وخمسة. خميس مشيط,سمشيط. 505، خميس سمشيط.,500 وخمسة خميس مشيط,سمشيط 505، خميس سمشيط,0.7500,3,0,0,4,success,
RB_0348,general_utterance,البريد | الرئيسي | سيدي | الرئيس | بايدن | رئيسي | بريدها | الرئيسي | بايدن | رئيسي | بريده | بريده | بايدن. رئيسي,الرائد الرئيسي. الرائد الرئيسي. الرائد الرئيسي. الرائد الرئيسي. الرائد الرئيسي. الرائد الرئيسي. رائد الرئيسي.,البريد الرئيسي سيدي الرئيس بايدن رئيسي بريدها الرئيسي بايدن رئيسي بريده بريده بايدن رئيسي,الرائد الرئيسي الرائد الرئيسي الرائد الرئيسي الرائد الرئيسي الرائد الرئيسي الرائد الرئيسي رائد الرئيسي,0.8571,12,0,0,14,success,
RB_0477,general_utterance,Hello | Hello | Hello | Hi,هالو، هالو، هالو. حفر الباطن، حائل، المنطقة الصناعية بحائل. حائل، الجاردية.,Hello Hello Hello Hi,هالو، هالو، هالو حفر الباطن، حائل، المنطقه الصناعيه بحائل حائل، الجاردية,2.7500,4,0,7,4,success,
RB_0413,general_utterance,شارع الأمير سلطان. شارع الأمير سلطان,شارع الأمير سلطان، شارع الأمير سلطان.,شارع الامير سلطان شارع الامير سلطان,شارع الامير سلطان، شارع الامير سلطان,0.1667,1,0,0,6,success,
RB_0476,general_utterance,محايل | العريشة | . الغاط | الجردة | المذنب | الرقي | الدوادمي | المجمعة | الرس | الصفراء | الطوية | الأرض | زاوية | الأرض | زاوية,محايل. العريشة. الغاب. الجردة. المذنب. الرقي. الدوادمي. المجمعة. الرس. الصفراء. الأرطاوية. الأرطاوية.,محايل العريشه الغاط الجرده المذنب الرقي الدوادمي المجمعه الرس الصفراء الطويه الارض زاويه الارض زاويه,محايل العريشة الغاب الجردة المذنب الرقي الدوادمي المجمعة الرس الصفراء الارطاوية الارطاوية,0.6000,6,3,0,15,success,
RB_0349,general_utterance,طريق | الرئيسي | البريد | الرئيسي | بريدة | بريدة الرئيسي,بريدة. بريدة. بريد الرئيسي. بريد الرئيسي. بريدة. بريد الرئيسي.,طريق الرئيسي البريد الرئيسي بريده بريده الرئيسي,بريدة بريدة بريد الرئيسي بريد الرئيسي بريدة بريد الرئيسي,0.8571,4,0,2,7,success,
